Hour,Solar_Input,Load_Demand
1328,12.22,14.05
1329,28.33,11.68
1330,38.02,14.99
1331,40.47,10.62
1332,48.51,10.74
1333,48.26,11.8
1334,53.28,11.1
1335,45.14,12.34
1336,41.58,11.89
1337,24.65,13.2
1338,11.49,12.28
1339,-2.71,11.14
1340,-4.0,11.5
1341,4.48,14.74
1342,4.58,12.86
1343,3.24,11.09
1344,-3.09,11.95
1345,-4.18,12.48
1346,1.1,12.73
1347,3.13,13.46
1348,-4.96,13.68
1349,0.58,12.28
1350,0.96,14.4
1351,1.04,12.12
1352,14.42,10.9
1353,26.46,11.18
1354,35.67,11.65
1355,41.07,10.65
1356,49.88,11.85
1357,47.1,14.32
1358,44.58,14.07
1359,41.47,10.0
1360,38.52,11.0
1361,23.5,14.62
1362,18.31,13.21
1363,-3.63,10.94
1364,0.07,13.52
1365,-0.93,14.68
1366,1.96,11.63
1367,-0.14,13.11
1368,-1.92,12.04
1369,-0.89,11.63
1370,3.94,12.43
1371,3.48,10.25
1372,-4.46,10.35
1373,4.04,13.2
1374,-0.12,11.04
1375,3.51,13.28
1376,15.13,14.73
1377,32.45,12.48
1378,39.82,12.23
1379,48.16,11.45
1380,52.95,12.78
1381,51.31,12.14
1382,52.02,11.09
1383,48.98,12.53
1384,38.4,11.63
1385,23.96,13.19
1386,20.24,10.75
1387,-4.43,14.51
1388,0.61,10.19
1389,-0.38,13.75
1390,0.53,10.84
1391,-4.32,13.19
1392,-0.54,14.16
1393,-1.02,11.21
1394,-1.94,10.02
1395,-3.52,12.17
1396,2.29,12.7
1397,2.07,12.98
1398,-2.21,13.18
1399,1.48,14.23
1400,14.77,13.68
1401,30.98,14.14
1402,37.27,12.36
1403,43.95,13.28
1404,44.92,10.46
1405,53.35,12.75
1406,43.92,13.02
1407,42.58,13.79
1408,36.42,11.91
1409,30.04,12.29
1410,16.71,14.3
1411,-1.21,11.33
1412,-1.35,14.92
1413,-2.51,12.28
1414,-3.76,14.08
1415,3.77,12.48
1416,-4.7,10.28
1417,-3.01,10.16
1418,-3.8,14.54
1419,-2.91,12.8
1420,-4.5,11.84
1421,4.7,10.29
1422,-4.13,11.77
1423,-1.68,14.57
1424,17.83,14.34
1425,24.52,13.0
1426,41.64,11.63
1427,39.85,14.58
1428,46.52,10.54
1429,52.41,13.87
1430,44.13,11.86
1431,44.49,12.08
1432,38.85,13.45
1433,29.4,13.8
1434,17.25,13.74
1435,3.6,12.28
1436,3.41,10.19
1437,4.02,14.57
1438,4.06,10.06
1439,-3.48,11.86
1440,-4.19,13.61
1441,-2.06,10.7
1442,-4.84,11.52
1443,4.49,12.08
1444,-1.24,12.76
1445,-4.36,10.82
1446,4.19,14.87
1447,0.36,13.48
1448,15.57,13.89
1449,23.76,12.22
1450,33.86,10.39
1451,46.49,10.51
1452,51.51,10.46
1453,47.3,12.22
1454,50.35,14.73
1455,46.82,13.12
1456,39.68,11.68
1457,27.4,11.19
1458,15.01,11.26
1459,0.79,13.73
1460,-2.24,12.13
1461,0.22,11.18
1462,-3.98,13.23
1463,-2.33,14.44
1464,1.26,10.93
1465,0.16,11.34
1466,-4.73,13.81
1467,3.57,14.12
1468,-4.9,14.03
1469,0.6,11.42
1470,-0.64,10.53
1471,3.84,11.89
1472,12.81,12.6
1473,28.83,12.37
1474,34.33,11.66
1475,43.59,13.12
1476,49.44,10.36
1477,45.01,11.89
1478,45.91,10.53
1479,40.48,12.37
1480,40.51,14.37
1481,31.94,11.28
1482,18.29,10.14
1483,4.41,12.43
1484,-3.53,14.76
1485,-3.68,12.36
1486,-3.49,11.68
1487,-1.43,11.48
1488,0.58,12.48
1489,1.33,14.83
1490,-4.77,12.74
1491,-3.94,10.39
1492,4.51,10.26
1493,2.7,13.94
1494,-3.28,10.64
1495,-4.96,14.42
1496,18.67,12.53
1497,22.8,14.27
1498,42.18,13.76
1499,48.42,13.39
1500,45.17,10.39
1501,45.48,14.02
1502,51.48,11.03
1503,45.04,11.07
1504,38.21,11.51
1505,27.81,13.82
1506,15.81,12.76
1507,4.11,12.53
1508,4.09,14.04
1509,4.43,14.52
1510,2.98,11.97
1511,3.43,13.15
1512,-0.97,14.43
1513,-4.21,11.95
1514,-0.9,14.94
1515,-1.9,11.83
1516,1.3,11.1
1517,2.97,13.45
1518,2.83,13.16
1519,-0.15,14.63
1520,17.53,14.57
1521,31.51,13.21
1522,39.33,12.52
1523,42.25,14.34
1524,43.87,10.48
1525,49.72,14.8
1526,48.56,13.85
1527,46.31,11.99
1528,34.97,12.58
1529,24.24,10.16
1530,16.2,14.61
1531,4.8,12.32
1532,4.94,10.7
1533,-1.28,11.23
1534,2.87,14.66
1535,-1.74,11.83
1536,-3.49,10.28
1537,0.09,13.15
1538,5.0,11.5
1539,3.7,11.19
1540,-0.18,10.18
1541,-3.77,13.5
1542,-0.24,12.65
1543,-0.58,10.64
1544,10.6,11.72
1545,26.05,11.39
1546,35.17,12.38
1547,48.59,14.54
1548,43.9,13.17
1549,47.42,13.88
1550,52.59,14.13
1551,45.94,12.52
1552,36.0,14.15
1553,26.18,11.93
1554,13.22,11.21
1555,2.98,11.12
1556,1.04,12.7
1557,3.19,12.94
1558,-2.91,14.49
1559,-0.44,13.98
1560,-3.01,11.56
1561,2.37,14.61
1562,4.34,14.5
1563,-3.72,13.56
1564,0.4,13.88
1565,3.16,11.91
1566,-0.09,12.48
1567,-4.8,14.04
1568,18.32,14.66
1569,31.47,12.68
1570,33.86,10.45
1571,45.55,14.82
1572,49.44,10.61
1573,52.68,11.42
1574,46.79,10.91
1575,44.68,13.81
1576,35.72,13.97
1577,30.19,14.08
1578,16.45,10.77
1579,-1.41,11.7
1580,1.23,11.45
1581,3.65,13.08
1582,-3.17,13.93
1583,2.76,11.18
1584,2.7,13.33
1585,-4.01,12.59
1586,-0.94,14.41
1587,-1.09,11.7
1588,-2.05,11.74
1589,-2.4,14.85
1590,-0.69,11.8
1591,-3.62,14.21
1592,11.26,10.3
1593,23.09,14.57
1594,35.24,10.17
1595,39.87,12.23
1596,48.48,14.01
1597,48.32,11.79
1598,44.9,12.83
1599,47.86,13.06
1600,41.64,14.03
1601,31.21,13.11
1602,17.97,13.66
1603,-2.49,12.86
1604,1.36,11.36
1605,2.98,12.23
1606,0.08,11.37
1607,-4.05,11.38
1608,-4.5,13.89
1609,0.51,11.52
1610,4.2,13.15
1611,-0.39,11.88
1612,1.22,14.69
1613,-0.21,10.86
1614,2.44,14.56
1615,4.93,11.48
1616,11.77,14.36
1617,24.08,11.73
1618,37.38,10.45
1619,47.85,14.59
1620,45.34,13.01
1621,48.39,11.55
1622,43.65,12.72
1623,49.34,14.62
1624,37.01,12.65
1625,24.19,11.53
1626,17.4,12.96
1627,3.6,11.58
1628,1.71,11.96
1629,4.8,12.47
1630,-1.89,12.13
1631,-0.51,10.81
1632,2.88,12.03
1633,-3.63,14.86
1634,3.42,14.06
1635,-0.45,11.02
1636,-4.92,13.21
1637,-0.95,10.25
1638,3.35,11.44
1639,2.67,10.82
1640,10.76,13.19
1641,26.29,14.6
1642,38.33,12.85
1643,46.87,12.91
1644,49.78,12.48
1645,46.8,11.83
1646,45.66,11.76
1647,48.73,14.93
1648,41.58,10.65
1649,25.74,14.08
1650,18.8,13.2
1651,-3.67,12.46
1652,4.46,12.75
1653,2.17,12.27
1654,-4.85,10.0
1655,0.89,14.11
1656,-4.58,13.94
1657,-3.46,11.38
1658,-0.58,12.75
1659,3.25,14.77
1660,-1.31,13.31
1661,-2.02,14.71
1662,-4.5,10.14
1663,3.69,12.78
1664,19.15,10.36
1665,23.77,11.1
1666,32.67,12.85
1667,43.78,10.15
1668,44.44,11.06
1669,46.35,11.05
1670,50.91,13.69
1671,44.37,11.66
1672,34.26,10.43
1673,32.58,12.39
1674,15.56,14.81
1675,-1.99,10.65
1676,3.61,12.23
1677,-2.95,14.98
1678,-3.34,10.07
1679,-1.29,11.49
1680,-2.96,10.7
1681,2.68,13.67
1682,-0.76,10.45
1683,-2.63,10.99
1684,1.37,14.87
1685,1.74,12.27
1686,-4.02,14.77
1687,3.78,12.06
1688,13.01,12.39
1689,30.17,12.16
1690,36.75,13.34
1691,40.88,13.87
1692,48.55,12.04
1693,45.01,12.19
1694,52.9,11.78
1695,41.37,14.82
1696,40.91,13.16
1697,25.57,14.14
1698,19.06,12.7
1699,1.23,10.46
1700,-4.51,13.28
1701,-2.1,13.04
1702,3.24,10.63
1703,-4.29,11.78
1704,2.52,12.35
1705,1.45,12.54
1706,3.41,14.61
1707,2.84,11.23
1708,3.36,12.85
1709,1.23,14.98
1710,4.36,11.08
1711,4.84,10.3
1712,18.06,13.28
1713,28.55,13.14
1714,42.44,13.8
1715,46.15,11.05
1716,50.82,13.05
1717,54.61,10.61
1718,52.47,12.01
1719,42.23,14.96
1720,38.3,13.38
1721,26.82,13.0
1722,12.01,10.39
1723,-3.06,14.65
1724,4.26,11.78
1725,2.4,12.0
1726,1.68,11.3
1727,-2.01,14.19
1728,-1.12,10.89
1729,-3.38,13.55
1730,-1.35,13.39
1731,2.0,10.47
1732,4.63,12.99
1733,-1.83,11.12
1734,-1.33,14.07
1735,-4.31,14.25
1736,11.65,11.16
1737,30.98,14.17
1738,39.02,12.67
1739,47.5,10.77
1740,45.53,11.33
1741,52.51,12.55
1742,44.63,10.12
1743,48.93,12.34
1744,38.39,12.49
1745,28.31,14.92
1746,16.47,14.92
1747,-3.47,10.6
1748,-4.27,13.45
1749,3.5,14.52
1750,-0.91,13.93
1751,-1.81,10.29
1752,1.81,10.63
1753,0.8,12.61
1754,-2.02,12.34
1755,0.34,14.62
1756,2.09,13.81
1757,-1.12,12.94
1758,-0.48,12.61
1759,-2.26,12.81
1760,19.31,11.22
1761,25.64,12.6
1762,36.88,13.38
1763,42.3,13.97
1764,51.1,14.48
1765,47.42,14.92
1766,53.5,10.87
1767,48.09,13.35
1768,32.82,11.12
1769,26.11,11.06
1770,15.1,13.55
1771,3.3,12.62
1772,-4.84,11.55
1773,1.32,11.89
1774,2.05,13.16
1775,-3.61,13.96
1776,-2.33,11.41
1777,0.37,11.14
1778,2.36,13.16
1779,-1.14,11.58
1780,3.75,13.1
1781,3.87,13.73
1782,2.12,10.17
1783,-2.13,12.95
1784,14.05,10.94
1785,22.96,14.1
1786,41.05,14.0
1787,47.27,13.76
1788,47.99,11.68
1789,46.42,13.03
1790,49.65,11.05
1791,39.95,10.11
1792,32.68,10.51
1793,29.77,10.09
1794,16.26,11.48
1795,4.45,11.65
1796,-4.19,10.09
1797,3.69,12.87
1798,2.37,10.9
1799,-1.62,10.63
1800,-0.22,11.64
1801,3.92,11.78
1802,3.43,13.07
1803,1.72,13.97
1804,-1.12,13.37
1805,1.77,10.13
1806,-4.12,12.08
1807,-3.13,14.12
1808,11.82,12.35
1809,27.06,13.43
1810,40.35,13.48
1811,42.88,14.46
1812,51.74,10.87
1813,48.45,11.01
1814,47.17,13.02
1815,46.94,11.93
1816,35.34,12.2
1817,32.02,11.09
1818,18.74,10.31
1819,4.96,11.3
1820,4.62,12.34
1821,-2.58,10.45
1822,4.46,12.74
1823,1.12,13.11
1824,0.59,12.67
1825,-3.77,14.95
1826,-0.76,13.8
1827,-1.9,10.19
1828,2.15,14.97
1829,-0.89,10.81
1830,3.42,11.11
1831,-0.73,14.45
1832,14.06,14.39
1833,31.84,14.25
1834,37.25,14.65
1835,43.36,11.09
1836,50.43,11.8
1837,45.42,11.45
1838,45.53,11.87
1839,42.75,13.3
1840,38.13,12.42
1841,28.42,12.43
1842,14.32,12.18
1843,-2.86,14.2
1844,-3.49,14.35
1845,-0.74,11.13
1846,4.14,13.89
1847,1.29,11.69
1848,-0.28,10.47
1849,1.21,12.98
1850,-1.01,11.89
1851,0.42,14.05
1852,3.25,12.26
1853,-1.92,10.43
1854,-2.33,12.62
1855,-1.01,11.72
1856,19.99,13.37
1857,31.11,11.17
1858,37.47,14.52
1859,40.75,12.13
1860,48.76,11.32
1861,46.62,13.57
1862,49.07,13.32
1863,40.18,10.7
1864,35.45,11.03
1865,25.16,11.69
1866,14.78,10.53
1867,1.55,14.79
1868,-2.66,11.61
1869,-1.31,13.32
1870,3.53,13.8
1871,-3.42,11.43
1872,1.95,11.91
1873,1.26,10.41
1874,4.87,11.02
1875,4.88,12.87
1876,-1.57,11.07
1877,-4.24,13.9
1878,3.54,13.76
1879,-1.15,12.23
1880,17.29,13.02
1881,23.76,14.21
1882,33.97,11.85
1883,47.89,10.92
1884,46.21,14.89
1885,50.57,12.14
1886,45.74,13.93
1887,46.27,10.08
1888,38.04,13.0
1889,28.88,13.99
1890,16.94,11.38
1891,4.61,13.41
1892,-0.21,11.82
1893,-4.3,14.01
1894,4.63,11.29
1895,2.01,12.09
1896,1.37,13.88
1897,1.31,11.59
1898,-2.32,13.42
1899,-4.21,10.55
1900,-4.35,10.95
1901,2.58,14.31
1902,4.4,12.26
1903,4.11,11.12
1904,17.47,12.36
1905,28.46,12.32
1906,40.4,13.13
1907,47.74,10.34
1908,46.61,13.16
1909,45.98,13.59
1910,49.73,12.41
1911,42.29,11.48
1912,33.13,13.61
1913,23.75,13.13
1914,11.41,10.27
1915,3.63,13.68
1916,-0.41,13.97
1917,-2.89,11.81
1918,-4.16,10.14
1919,-4.82,14.33
1920,0.36,11.76
1921,0.36,11.13
1922,0.55,14.57
1923,-2.92,14.98
1924,2.53,11.23
1925,-1.75,11.8
1926,0.98,13.85
1927,-3.96,14.13
1928,19.44,11.31
1929,26.65,11.77
1930,38.09,11.92
1931,40.18,11.76
1932,52.9,10.03
1933,48.57,11.17
1934,47.3,10.54
1935,41.08,11.57
1936,34.78,11.86
1937,25.22,13.92
1938,16.26,10.26
1939,-1.33,14.47
1940,-4.76,10.8
1941,1.73,11.7
1942,-1.34,12.76
1943,-0.36,13.77
1944,-3.68,11.87
1945,-3.95,14.72
1946,-1.76,10.51
1947,1.38,11.19
1948,1.43,13.55
1949,-3.5,13.79
1950,-0.2,14.82
1951,2.79,10.36
1952,18.07,13.79
1953,28.18,10.74
1954,42.14,13.32
1955,46.11,12.08
1956,45.73,11.47
1957,47.01,14.55
1958,50.11,11.97
1959,41.26,12.65
1960,32.64,14.18
1961,28.56,12.75
1962,20.26,10.61
1963,0.81,10.82
1964,3.39,13.54
1965,-0.23,10.22
1966,-2.98,14.75
1967,0.63,12.33
1968,-4.84,11.3
1969,-0.72,12.81
1970,3.1,13.32
1971,3.37,10.07
1972,3.75,14.3
1973,-0.99,10.93
1974,-1.64,12.54
1975,-4.31,10.36
1976,18.81,10.76
1977,29.85,11.67
1978,35.0,14.89
1979,47.01,11.66
1980,46.58,14.72
1981,45.91,12.49
1982,52.76,10.99
1983,42.6,13.87
1984,33.86,11.23
1985,23.04,10.94
1986,13.58,12.99
1987,3.57,11.66
1988,2.68,14.08
1989,3.77,10.27
1990,-0.82,14.0
1991,2.39,10.51
1992,1.75,10.07
1993,-0.49,10.9
1994,-0.89,14.51
1995,-0.45,10.75
1996,4.61,12.52
1997,0.18,12.4
1998,4.08,11.58
1999,1.2,10.18
2000,12.36,13.0
2001,29.08,14.07
2002,39.16,11.69
2003,42.3,11.98
2004,46.74,12.08
2005,49.31,14.47
2006,49.74,14.94
2007,43.13,12.34
2008,36.19,10.63
2009,30.74,11.8
2010,12.98,13.63
2011,-3.11,10.23
2012,-4.24,10.01
2013,-0.9,14.96
2014,-3.54,10.17
2015,4.64,11.24
2016,4.09,10.28
2017,-1.96,13.6
2018,-4.49,10.73
2019,-1.75,12.13
2020,-2.49,11.27
2021,1.71,11.41
2022,-2.45,12.64
2023,-4.07,14.71
2024,20.03,14.55
2025,24.7,11.69
2026,41.34,10.12
2027,48.51,12.84
2028,43.93,10.19
2029,47.8,13.57
2030,43.95,13.36
2031,40.96,13.9
2032,41.64,11.98
2033,30.88,14.77
2034,13.43,10.29
2035,-4.38,11.88
2036,-3.9,13.08
2037,-4.15,12.35
2038,-2.83,13.56
2039,1.98,13.03
2040,1.76,12.52
2041,0.72,14.57
2042,-4.85,11.28
2043,2.47,14.24
2044,4.45,14.66
2045,3.25,12.9
2046,4.87,13.25
2047,-4.62,14.42
2048,12.5,12.44
2049,27.46,12.49
2050,35.44,10.04
2051,45.11,12.59
2052,43.82,13.39
2053,53.16,13.16
2054,48.9,14.28
2055,47.8,10.91
2056,33.31,11.22
2057,32.27,14.24
2058,18.96,11.3
2059,0.93,13.47
2060,-0.81,12.83
2061,2.61,11.15
2062,-0.61,12.79
2063,3.37,12.24
2064,2.75,10.52
2065,0.27,14.67
2066,-3.76,11.59
2067,-0.01,11.93
2068,-2.57,12.75
2069,-4.26,12.67
2070,-1.22,12.56
2071,-1.17,12.35
2072,18.67,13.83
2073,32.09,11.1
2074,34.84,10.92
2075,45.27,14.7
2076,50.33,11.74
2077,46.69,12.9
2078,49.37,12.81
2079,43.16,13.8
2080,38.27,13.4
2081,28.0,14.15
2082,12.42,12.31
2083,-4.11,13.35
2084,-2.09,13.33
2085,-3.23,14.98
2086,2.21,14.42
2087,0.65,13.59
2088,1.46,10.55
2089,1.44,11.83
2090,-4.83,13.53
2091,4.45,13.71
2092,1.79,11.15
2093,-3.39,12.42
2094,1.09,11.36
2095,1.56,12.28
2096,18.06,10.78
2097,26.26,11.28
2098,34.58,12.35
2099,48.79,10.12
2100,46.35,11.31
2101,49.26,14.58
2102,45.55,13.57
2103,48.72,14.27
2104,33.96,11.41
2105,23.03,10.75
2106,17.85,11.57
2107,-2.36,13.08
2108,0.24,10.42
2109,0.04,13.09
2110,2.53,10.04
2111,-0.15,13.64
2112,1.72,14.79
2113,2.94,11.32
2114,0.68,10.72
2115,-2.37,10.87
2116,1.38,14.19
2117,1.04,13.79
2118,-4.68,14.46
2119,0.22,12.81
2120,13.81,14.58
2121,28.5,11.69
2122,33.85,10.55
2123,40.73,10.18
2124,47.85,10.03
2125,47.1,14.22
2126,50.58,11.15
2127,49.08,11.24
2128,41.67,10.15
2129,25.27,13.09
2130,16.66,10.22
2131,-3.82,14.03
2132,0.26,12.08
2133,-0.26,13.17
2134,2.23,14.01
2135,-4.29,12.65
2136,-2.88,13.77
2137,3.76,14.03
2138,-4.75,11.09
2139,0.54,11.92
2140,-0.27,13.79
2141,4.53,13.6
2142,-1.83,12.38
2143,-2.94,12.63
2144,13.74,14.32
2145,32.35,12.44
2146,33.48,14.87
2147,45.4,14.28
2148,51.18,11.62
2149,48.11,14.87
2150,50.02,10.24
2151,48.12,10.92
2152,40.22,11.57
2153,24.49,12.14
2154,19.34,11.13
2155,1.72,10.55
2156,1.9,10.33
2157,2.81,11.07
2158,3.23,13.75
2159,-0.79,11.74
2160,2.59,12.39
2161,-2.57,12.38
2162,-1.3,12.96
2163,-1.44,12.07
2164,-0.88,10.75
2165,0.91,13.31
2166,4.93,14.5
2167,2.14,10.62
2168,14.68,14.81
2169,25.12,11.23
2170,40.85,11.65
2171,40.86,11.27
2172,43.71,10.65
2173,52.58,11.0
2174,49.07,14.8
2175,41.43,13.93
2176,41.03,13.69
2177,26.27,10.46
2178,19.86,10.62
2179,-1.96,10.47
2180,-3.18,12.82
2181,1.77,11.61
2182,-3.9,10.3
2183,2.73,14.75
2184,3.88,11.02
2185,3.2,14.48
2186,0.26,14.36
2187,-4.14,11.47
2188,1.9,13.86
2189,-1.98,11.43
2190,-3.33,14.97
2191,-0.77,13.45
2192,16.2,13.97
2193,32.47,13.06
2194,37.06,10.37
2195,44.63,14.95
2196,51.81,14.08
2197,53.95,10.87
2198,50.27,14.72
2199,45.77,14.75
2200,33.06,12.82
2201,26.85,12.95
2202,14.02,10.85
2203,-1.34,11.96
2204,-0.8,13.3
2205,-3.01,13.84
2206,-3.65,14.49
2207,4.42,10.64
2208,2.32,11.44
2209,-4.71,11.16
2210,-2.06,13.45
2211,-2.91,10.77
2212,-0.99,14.42
2213,3.04,11.38
2214,-2.38,13.15
2215,-4.16,10.75
2216,11.87,12.24
2217,31.48,11.1
2218,42.49,12.28
2219,46.6,11.48
2220,43.83,12.93
2221,50.86,10.89
2222,45.71,10.39
2223,40.05,13.63
2224,40.29,14.35
2225,24.83,13.16
2226,17.83,11.89
2227,1.44,11.98
2228,1.13,11.3
2229,-1.67,10.64
2230,-0.73,13.75
2231,0.04,11.7
2232,-3.18,14.6
2233,-1.95,12.38
2234,0.46,11.2
2235,1.98,10.07
2236,-0.89,12.96
2237,4.69,13.68
2238,2.73,15.0
2239,-2.76,11.9
2240,12.65,12.81
2241,31.31,10.71
2242,38.04,10.84
2243,41.24,11.76
2244,52.65,13.63
2245,50.26,12.99
2246,47.9,14.87
2247,43.85,10.1
2248,33.07,13.54
2249,30.34,11.15
2250,14.79,14.43
2251,1.61,12.89
2252,-1.69,12.6
2253,-2.01,11.23
2254,-2.92,12.11
2255,2.82,12.5
2256,-0.78,11.13
2257,-0.5,14.37
2258,3.03,11.25
2259,-1.18,10.4
2260,4.75,10.06
2261,3.39,13.48
2262,-4.57,14.81
2263,4.82,11.65
2264,13.7,12.09
2265,27.62,12.89
2266,33.07,12.44
2267,40.59,12.23
2268,44.98,13.25
2269,46.31,14.49
2270,53.47,13.6
2271,43.44,14.72
2272,40.97,14.17
2273,31.81,11.17
2274,19.33,10.31
2275,3.42,11.07
2276,1.68,14.03
2277,-0.09,13.92
2278,-4.5,10.11
2279,4.94,10.1
2280,2.45,11.86
2281,0.14,13.07
2282,-3.7,13.47
2283,-1.56,10.75
2284,1.59,12.83
2285,-4.33,13.48
2286,-0.06,12.2
2287,3.19,11.61
2288,16.4,12.4
2289,23.75,10.59
2290,38.89,10.58
2291,49.44,13.02
2292,46.95,12.99
2293,46.36,11.88
2294,47.96,14.94
2295,48.78,12.32
2296,40.79,11.58
2297,29.62,11.03
2298,13.07,10.88
2299,-1.93,11.94
2300,-3.23,14.26
2301,-3.51,14.93
2302,4.4,14.41
2303,3.44,14.29
2304,2.32,12.85
2305,-1.27,13.86
2306,2.14,12.45
2307,-4.08,12.87
2308,3.3,12.39
2309,4.66,12.95
2310,1.59,14.53
2311,3.93,12.15
2312,18.01,14.38
2313,26.78,10.7
2314,33.09,13.53
2315,42.48,11.31
2316,51.31,11.53
2317,49.28,10.23
2318,47.65,13.83
2319,47.83,10.84
2320,40.45,11.23
2321,23.48,14.92
2322,17.29,10.27
2323,-1.0,14.84
2324,1.35,14.26
2325,3.07,13.79
2326,4.27,13.69
2327,-0.92,10.92
2328,-1.63,11.76
2329,-4.26,12.81
2330,-3.23,10.71
2331,1.17,11.84
2332,1.44,11.67
2333,2.35,12.11
2334,0.34,11.16
2335,2.01,10.82
2336,16.0,13.5
2337,26.09,14.28
2338,42.17,13.59
2339,43.95,12.84
2340,48.44,12.95
2341,50.7,10.08
2342,47.56,13.8
2343,43.24,13.28
2344,33.27,11.87
2345,29.58,13.92
2346,12.34,13.67
2347,-3.56,12.23
2348,3.63,10.55
2349,1.71,11.17
2350,2.66,12.26
2351,-2.39,13.68
2352,-4.19,12.0
2353,4.78,12.47
2354,-2.36,12.82
2355,0.06,11.08
2356,-1.26,14.25
2357,1.81,13.88
2358,4.35,10.84
2359,1.41,13.64
2360,13.64,10.16
2361,28.2,13.41
2362,33.03,14.16
2363,45.49,12.72
2364,51.59,10.37
2365,46.0,12.09
2366,45.47,10.85
2367,45.5,13.93
2368,32.65,10.33
2369,23.69,10.6
2370,12.06,10.99
2371,-4.53,11.23
2372,-3.43,14.79
2373,4.23,14.71
2374,-2.49,14.66
2375,2.03,13.56
2376,-0.69,10.08
2377,3.0,10.23
2378,0.15,13.39
2379,-2.0,10.37
2380,2.45,12.15
2381,0.07,13.14
2382,-3.87,12.17
2383,0.79,10.01
2384,12.68,12.09
2385,25.08,11.19
2386,40.13,13.96
2387,42.05,13.66
2388,45.28,10.64
2389,51.95,14.4
2390,49.65,13.2
2391,44.52,11.3
2392,38.78,11.13
2393,30.99,10.71
2394,18.57,14.04
2395,3.02,11.13
2396,2.74,10.31
2397,4.43,11.7
2398,0.22,13.69
2399,0.57,10.16
2400,-0.9,13.99
2401,-4.0,13.92
2402,1.14,13.58
2403,2.76,11.24
2404,0.89,11.33
2405,-1.93,12.27
2406,-2.11,13.6
2407,-0.69,11.12
2408,13.4,14.31
2409,23.96,12.78
2410,41.03,13.85
2411,44.45,12.84
2412,51.99,14.19
2413,45.52,14.77
2414,50.24,14.98
2415,41.84,12.06
2416,38.07,13.76
2417,25.02,10.14
2418,19.49,10.3
2419,-2.19,13.3
2420,1.87,14.3
2421,-0.32,11.24
2422,-1.11,12.35
2423,2.43,13.96
2424,1.42,12.56
2425,-2.7,13.41
2426,-0.73,13.56
2427,4.93,10.14
2428,-0.7,13.24
2429,0.22,11.11
2430,0.02,14.13
2431,-4.73,14.48
2432,19.7,10.42
2433,26.82,10.78
2434,32.68,11.73
2435,47.6,13.31
2436,47.17,11.42
2437,53.18,14.1
2438,45.99,14.01
2439,47.97,11.41
2440,35.32,11.1
2441,27.36,12.81
2442,18.08,14.9
2443,1.65,12.36
2444,2.63,14.0
2445,-0.12,13.88
2446,2.18,14.38
2447,-0.03,14.4
2448,4.41,10.64
2449,-3.56,12.26
2450,-1.93,10.3
2451,1.47,11.08
2452,3.26,11.68
2453,-0.53,13.77
2454,4.6,13.95
2455,2.25,14.96
2456,10.54,13.06
2457,31.43,12.36
2458,35.49,11.38
2459,48.82,14.96
2460,52.39,14.27
2461,53.52,14.7
2462,44.69,14.05
2463,40.31,12.89
2464,32.91,11.26
2465,27.24,10.12
2466,15.86,13.41
2467,4.98,12.5
2468,-0.45,13.2
2469,0.33,14.24
2470,1.49,10.56
2471,-1.03,10.73
2472,-1.01,13.92
2473,-4.76,10.28
2474,1.32,14.19
2475,3.68,14.86
2476,-1.24,12.04
2477,4.74,11.78
2478,0.72,13.85
2479,-1.75,14.81
2480,13.13,13.6
2481,25.73,11.84
2482,41.34,14.79
2483,41.12,13.38
2484,46.28,13.47
2485,52.27,12.81
2486,50.7,12.56
2487,45.32,11.02
2488,36.92,14.43
2489,28.33,13.01
2490,13.74,13.82
2491,4.93,11.03
2492,-4.54,12.21
2493,4.01,11.37
2494,-3.39,11.13
2495,-1.97,13.42
2496,0.72,10.62
2497,0.2,11.53
2498,-0.45,14.39
2499,0.8,12.55
2500,-2.47,12.68
2501,1.78,11.48
2502,-2.57,10.39
2503,1.47,13.03
2504,15.72,12.83
2505,26.98,12.31
2506,39.45,11.78
2507,47.42,14.48
2508,48.5,13.63
2509,52.53,12.72
2510,51.71,11.93
2511,39.79,11.56
2512,41.5,10.75
2513,28.58,13.06
2514,11.06,11.2
2515,-2.45,13.28
2516,2.0,11.83
2517,0.1,12.86
2518,-1.52,13.11
2519,-3.73,12.05
2520,0.68,10.09
2521,4.74,11.7
2522,-2.09,12.91
2523,-1.43,11.05
2524,2.31,10.76
2525,-0.98,13.11
2526,-4.83,14.45
2527,4.81,11.69
2528,13.78,11.3
2529,32.32,13.31
2530,38.81,13.03
2531,46.74,14.82
2532,44.57,10.59
2533,53.01,10.02
2534,50.59,13.26
2535,46.88,13.78
2536,41.29,12.2
2537,28.8,14.46
2538,11.55,11.84
2539,0.31,14.4
2540,3.59,13.46
2541,-0.22,13.04
2542,-0.13,12.68
2543,-4.69,11.16
2544,3.26,14.15
2545,2.41,12.32
2546,3.59,10.79
2547,-1.18,12.7
2548,-0.48,10.23
2549,-3.7,12.02
2550,0.39,13.68
2551,-1.69,10.68
2552,12.09,11.2
2553,23.19,14.82
2554,39.52,11.58
2555,48.12,11.49
2556,48.84,11.88
2557,49.31,10.79
2558,53.04,10.01
2559,39.6,14.87
2560,35.61,10.08
2561,22.89,11.94
2562,19.92,11.92
2563,3.86,14.27
2564,-0.34,12.46
2565,1.14,13.58
2566,-1.6,12.47
2567,-1.48,12.36
